"FECcommittee","icpsr","first","last","fullname","state","chamber","district","party","start","end","twitter","twitter_lower","fold","num.tweets","done.handle.no.file","missing","tweets.svd","prop.tweets","has.alt","multiple.dist","alt.dist","dup.account","female","Official","c111th","c112th","c113th","c114th","c115th","c116th","c117th","user_id","screen_name","name"
"C00589234",21733,"jason","lewis","jasonlewis","MN","House","2","R","1/3/2017","1/3/2019","Jason2CD","jason2cd",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,0,0,0,0,0,1,0,0,NA,NA,NA
"C00090357",14644,"jerry","lewis","jerrylewis","CA","House","41","R","1/15/1979","1/3/2013","repjerrylewis","repjerrylewis",1,245,0,0,175,0.714,0,NA,NA,NA,0,1,1,1,0,0,0,0,0,"77250424","RepJerryLewis","Rep. Jerry Lewis"
"C00202416",15431,"john","lewis","johnlewis","GA","House","5","D","1/6/1987","1/3/2019","repjohnlewis","repjohnlewis",0,1721,0,1,NA,NA,0,NA,NA,NA,0,1,1,1,1,1,1,1,0,"29450962","repjohnlewis","John Lewis"
"C00235515",15704,"joseph","lieberman","josephlieberman","CT","Senate",NA,"I","1/3/1989","1/3/2013","joelieberman","joelieberman",1,745,0,1,NA,NA,0,NA,NA,NA,0,0,1,1,0,0,0,0,0,"84129740","JoeLieberman","Joe Lieberman"
"C00556506",21507,"ted","lieu","tedlieu","CA","House","33","D","1/6/2015","1/3/2019","reptedlieu","reptedlieu",5,2493,0,0,1582,0.635,1,NA,NA,NA,0,1,0,0,0,1,1,1,1,"3044993235","RepTedLieu","Rep. Ted Lieu"
"C00556506",21507,"ted","lieu","tedlieu","CA","House","33","D","1/6/2015","1/3/2019","tedlieu","tedlieu",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,0,0,0,0,1,1,1,1,"21059255","tedlieu","Ted Lieu"
"C00255463",29305,"blanche","lincoln","blanchelincoln","AR","Senate",NA,"D","1/5/1993","1/3/2011","blanche4senate","blanche4senate",4,1780,0,0,1371,0.77,0,NA,NA,NA,1,0,1,0,0,0,0,0,0,"87714473","blanche4senate","Blanche for Senate"
"C00405431",20508,"daniel","lipinski","daniellipinski","IL","House","3","D","","","DanLipinski","danlipinski",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,1,1,1,1,0,"950758571821629441","DanLipinski","Dan Lipinski"
"C00405431",20508,"daniel","lipinski","daniellipinski","IL","House","3","D","1/4/2005","1/3/2019","replipinski","replipinski",4,1548,0,0,1194,0.771,0,NA,NA,NA,0,1,1,1,1,1,1,1,0,"1009269193","RepLipinski","Former Rep. Daniel Lipinski"
"C00269340",29539,"frank","lobiondo","franklobiondo","NJ","House","2","R","1/4/1995","1/3/2019","replobiondo","replobiondo",3,3448,0,0,2733,0.793,0,NA,NA,NA,0,1,1,1,1,1,1,0,0,NA,NA,NA
"C00414318",20720,"david","loebsack","davidloebsack","IA","House","2","D","1/4/2007","1/3/2019","daveloebsack","daveloebsack",4,771,1,1,NA,NA,1,NA,NA,NA,0,0,1,1,1,1,1,1,0,"510516465","daveloebsack","Archive: Dave Loebsack (Retired US Rep)"
"C00414318",20720,"david","loebsack","davidloebsack","IA","House","2","D","1/4/2007","1/3/2019","DaveForIowa","daveforiowa",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,0,1,1,1,1,1,1,0,"583486767","DaveForIowa","Dave Loebsack for Iowa"
"C00289603",29504,"zoe","lofgren","zoelofgren","CA","House","19","D","1/4/1995","1/3/2019","repzoelofgren","repzoelofgren",2,1738,0,0,1210,0.696,1,NA,NA,NA,1,1,1,1,1,1,1,1,1,"267938462","RepZoeLofgren","Rep. Zoe Lofgren"
"C00289603",29504,"zoe","lofgren","zoelofgren","CA","House","19","D","1/4/1995","1/3/2019","ZoeLofgren","zoelofgren",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,0,1,1,1,1,1,1,1,"988858472132415489","ZoeLofgren","Zoe Lofgren"
"C00460063",21150,"billy","long","billylong","MO","House","7","R","1/5/2011","1/3/2019","usreplong","usreplong",1,5641,0,0,2792,0.495,1,NA,NA,NA,0,1,0,1,1,1,1,1,1,"1444015610","USRepLong","U.S. Rep. Billy Long"
"C00460063",21150,"billy","long","billylong","MO","House","7","R","1/5/2011","1/3/2019","auctnr1","auctnr1",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,0,0,1,1,1,1,1,1,"21572351","auctnr1","Billy Long"
"C00543892",21515,"barry","loudermilk","barryloudermilk","GA","House","11","R","1/6/2015","1/3/2019","reploudermilk","reploudermilk",7,988,0,0,848,0.858,1,NA,NA,NA,0,1,0,0,0,1,1,1,1,"2914163523","RepLoudermilk","Rep. Barry Loudermilk"
"C00543892",21515,"barry","loudermilk","barryloudermilk","GA","House","11","R","1/6/2015","1/3/2019","standwithbarry","standwithbarry",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,0,0,0,0,1,1,1,1,"586191770","standwithbarry","Barry Loudermilk"
"C00505776",21552,"mia","love","mialove","UT","House","4","R","1/6/2015","1/3/2019","repmialove","repmialove",4,638,0,0,549,0.861,1,NA,NA,NA,1,1,0,0,0,1,1,0,0,NA,NA,NA
"C00505776",21552,"mia","love","mialove","UT","House","4","R","1/6/2015","1/3/2019","MiaBLove","miablove",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,0,0,0,0,1,1,0,0,"343171266","MiaBLove","Mia Love"
"C00498212",21313,"alan","lowenthal","alanlowenthal","CA","House","47","D","1/3/2013","1/3/2019","replowenthal","replowenthal",6,2551,0,0,1943,0.762,1,NA,NA,NA,0,1,0,0,1,1,1,1,1,"1055730738","RepLowenthal","Rep. Alan Lowenthal"
"C00498212",21313,"alan","lowenthal","alanlowenthal","CA","House","47","D","1/3/2013","1/3/2019","alanlowenthal","alanlowenthal",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,0,0,0,1,1,1,1,1,"562232053","alanlowenthal","Alan Lowenthal"
"C00219881",15612,"nita","lowey","nitalowey","NY","House","17","D","1/3/1989","1/3/2019","nitalowey","nitalowey",6,2101,0,0,1712,0.815,0,NA,NA,NA,1,0,1,1,1,1,1,1,0,"221792092","NitaLowey","Archive: Nita Lowey"
"C00287912",29393,"frank","lucas","franklucas","OK","House","3","R","5/10/1993","1/3/2019","repfranklucas","repfranklucas",5,621,0,0,577,0.929,1,NA,NA,NA,0,1,1,1,1,1,1,1,1,"242772524","RepFrankLucas","Frank Lucas"
"C00287912",29393,"frank","lucas","franklucas","OK","House","3","R","5/10/1993","1/3/2019","FrankDLucas","frankdlucas",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,0,1,1,1,1,1,1,1,"389017497","FrankDLucas","Frank D. Lucas"
"C00458679",20926,"blaine","luetkemeyer","blaineluetkemeyer","MO","House","3","R","1/6/2009","1/3/2019","repblainepress","repblainepress",5,1409,0,0,1010,0.717,1,NA,NA,NA,0,1,1,1,1,1,1,1,1,NA,NA,NA
"C00458679",20926,"blaine","luetkemeyer","blaineluetkemeyer","MO","House","3","R","1/6/2009","1/3/2019","LuetkemeyerB","luetkemeyerb",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,0,1,1,1,1,1,1,1,"2554870803","LuetkemeyerB","Blaine Luetkemeyer"
"C00458679",20926,"blaine","luetkemeyer","blaineluetkemeyer","MO","House","3","R","1/6/2009","1/3/2019","RepBlaine","repblaine",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,1,1,1,1,1,1,1,1,"1849261916","RepBlaine","Blaine Luetkemeyer"
"C00443689",20932,"ben","lujan","benlujan","NM","House","3","D","1/6/2009","1/3/2019","repbenraylujan","repbenraylujan",2,1353,1,1,NA,NA,1,NA,NA,NA,0,1,1,1,1,1,1,1,1,NA,NA,NA
"C00443689",20932,"ben","lujan","benlujan","NM","House","3","D","1/6/2009","1/3/2019","peopleforben","peopleforben",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,0,1,1,1,1,1,1,1,NA,NA,NA
"C00443689",20932,"ben","lujan","benlujan","NM","House","3","D","1/6/2009","1/3/2019","ChairmanDCCC","chairmandccc",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,1,1,1,1,1,1,1,1,NA,NA,NA
"C00501254",21341,"michelle","lujangrisham","michellelujangrisham","NM","House","1","D","1/3/2013","1/3/2019","replujangrisham","replujangrisham",3,3333,0,0,2205,0.662,1,NA,NA,NA,1,1,0,0,1,1,1,0,0,"1061385474","RepLujanGrisham","MichelleLujanGrisham"
"C00501254",21341,"michelle","lujangrisham","michellelujangrisham","NM","House","1","D","1/3/2013","1/3/2019","Michelle4NM","michelle4nm",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,0,0,0,1,1,1,0,0,"368472546","Michelle4NM","Michelle Lujan Grisham"
"C00443580",20953,"cynthia","lummis","cynthialummis","WY","House","1","R","1/6/2009","1/3/2017","cynthialummis","cynthialummis",1,1584,0,0,1047,0.661,0,NA,NA,NA,1,0,1,1,1,1,0,0,1,NA,NA,NA
"C00390955",14647,"daniel","lungren","daniellungren","CA","House","3","R","1/15/1979","1/3/2013","repdanlungren","repdanlungren",5,465,0,0,405,0.871,1,NA,NA,NA,0,1,1,1,0,0,0,0,0,"380581302","RepDanLungren","Dan Lungren"
"C00390955",14647,"daniel","lungren","daniellungren","CA","House","3","R","1/15/1979","1/3/2013","dan_lungren","dan_lungren",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,0,1,1,0,0,0,0,0,"102423267","dan_lungren","Dan Lungren"
"C00664375",21941,"elaine","luria","elaineluria","VA","House","2","D","","","ElaineLuriaVA","elaineluriava",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,0,0,0,0,0,0,1,1,"950111395378597888","ElaineLuriaVA","Elaine Luria"
"C00664375",21941,"elaine","luria","elaineluria","VA","House","2","D","","","RepElaineLuria","repelaineluria",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,1,0,0,0,0,0,1,1,"1080292515939565568","RepElaineLuria","Rep. Elaine Luria"
"C00366948",20119,"stephen","lynch","stephenlynch","MA","House","8","D","10/23/2001","1/3/2019","repstephenlynch","repstephenlynch",1,2742,0,0,700,0.255,1,NA,NA,NA,0,1,1,1,1,1,1,1,1,"310310133","RepStephenLynch","Rep. Stephen Lynch"
"C00366948",20119,"stephen","lynch","stephenlynch","MA","House","8","D","10/23/2001","1/3/2019","RepLynch","replynch",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,1,1,1,1,1,1,1,1,"130901013","RepLynch","Stephen F. Lynch"
"C00557520",21537,"tom","macarthur","tommacarthur","NJ","House","3","R","1/6/2015","1/3/2019","reptommacarthur","reptommacarthur",4,1511,0,0,1320,0.874,1,NA,NA,NA,0,1,0,0,0,1,1,0,0,"2962994194","RepTomMacArthur","Archive: Tom MacArthur"
"C00557520",21537,"tom","macarthur","tommacarthur","NJ","House","3","R","1/6/2015","1/3/2019","tmac4congress","tmac4congress",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,0,0,0,0,1,1,0,0,NA,NA,NA
"C00391243",20503,"connie","mack","conniemack","FL","House","14","R","1/4/2005","1/3/2013","conniemackiv","conniemackiv",6,2123,0,0,1310,0.617,1,NA,NA,NA,1,0,1,1,0,0,0,0,0,"23121519","ConnieMackIV","Connie Mack"
"C00391243",20503,"connie","mack","conniemack","FL","House","14","R","1/4/2005","1/3/2013","RepConnieMack","repconniemack",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,1,1,1,0,0,0,0,0,"70756980","RepConnieMack","Connie Mack"
"C00417550",20935,"daniel","maffei","danielmaffei","NY","House","24","D","1/6/2009","1/3/2015","danmaffeiny","danmaffeiny",1,306,0,0,288,0.941,1,1,25,NA,0,0,1,0,1,0,0,0,0,"319628378","DanMaffeiNY","Dan Maffei"
"C00417550",20935,"daniel","maffei","danielmaffei","NY","House","24","D","1/6/2009","1/3/2015","DanMaffei","danmaffei",NA,NA,NA,NA,NA,NA,1,1,25,NA,0,0,1,0,1,0,0,0,0,"28903564","DanMaffei","Dan Maffei"
"C00656686",21942,"tom","malinowski","tommalinowski","NJ","House","7","D","","","Malinowski","malinowski",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,0,0,0,0,0,0,1,1,"811239440916054016","Malinowski","Tom Malinowski"
"C00656686",21942,"tom","malinowski","tommalinowski","NJ","House","7","D","","","RepMalinowski","repmalinowski",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,1,0,0,0,0,0,1,1,"1080898026418384897","RepMalinowski","Rep. Tom Malinowski"
"C00273169",29379,"carolyn","maloney","carolynmaloney","NY","House","12","D","1/5/1993","1/3/2019","repmaloney","repmaloney",6,3368,0,0,2401,0.713,1,NA,NA,NA,1,1,1,1,1,1,1,1,1,"258900199","RepMaloney","Carolyn B. Maloney"
"C00273169",29379,"carolyn","maloney","carolynmaloney","NY","House","12","D","1/5/1993","1/3/2019","CarolynBMaloney","carolynbmaloney",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,0,1,1,1,1,1,1,1,"119250381","CarolynBMaloney","Carolyn B. Maloney"
"C00512426",21344,"sean","maloney","seanmaloney","NY","House","18","D","1/3/2013","1/3/2019","repseanmaloney","repseanmaloney",5,3016,0,0,17,0.006,1,NA,NA,NA,0,1,0,0,1,1,1,1,1,"1072467470","RepSeanMaloney","Sean Patrick Maloney"
"C00512426",21344,"sean","maloney","seanmaloney","NY","House","18","D","1/3/2013","1/3/2019","MaloneyforNY","maloneyforny",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,0,0,0,1,1,1,1,1,"1002547959865708544","MaloneyforNY","Sean Patrick Maloney (Archived)"
"C00486563",40915,"joe","manchin","joemanchin","WV","Senate",NA,"D","11/15/2010","1/3/2019","sen_joemanchin","sen_joemanchin",6,4413,0,1,NA,NA,1,NA,NA,NA,0,1,1,1,1,1,1,1,1,"234374703","Sen_JoeManchin","Senator Joe Manchin"
"C00486563",40915,"joe","manchin","joemanchin","WV","Senate",NA,"D","11/15/2010","1/3/2019","JoeManchinWV","joemanchinwv",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,0,1,1,1,1,1,1,1,"113355380","JoeManchinWV","Joe Manchin"
"C00393348",20532,"kenny","marchant","kennymarchant","TX","House","24","R","1/4/2005","1/3/2019","repkenmarchant","repkenmarchant",2,4901,0,0,2137,0.436,1,NA,NA,NA,0,1,1,1,1,1,1,1,0,"23976316","RepKenMarchant","Former Rep. Kenny Marchant"
"C00393348",20532,"kenny","marchant","kennymarchant","TX","House","24","R","1/4/2005","1/3/2019","MarchantforTX24","marchantfortx24",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,0,1,1,1,1,1,1,0,NA,NA,NA
"C00475145",21170,"tom","marino","tommarino","PA","House","10","R","1/5/2011","1/3/2019","reptommarino","reptommarino",3,2890,0,0,2546,0.881,1,NA,NA,NA,0,1,0,1,1,1,1,0,0,"579624328","RepTomMarino","Korey Young"
"C00475145",21170,"tom","marino","tommarino","PA","House","10","R","1/5/2011","1/3/2019","Marino4Congress","marino4congress",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,0,0,1,1,1,1,0,0,NA,NA,NA
"C00196774",14435,"edward","markey","edwardmarkey","MA","Senate",NA,"D","1/14/1975","1/3/2021","senmarkey","senmarkey",2,8902,1,1,NA,NA,1,NA,NA,NA,0,1,1,1,1,1,1,1,1,"21406834","SenMarkey","Ed Markey"
"C00196774",14435,"edward","markey","edwardmarkey","MA","Senate",NA,"D","1/14/1975","1/3/2021","EdMarkey","edmarkey",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,0,1,1,1,1,1,1,1,"1129029661","EdMarkey","Ed Markey"
"C00576173",21734,"roger","marshall","rogermarshall","KS","House","1","R","1/3/2017","1/3/2019","repmarshall","repmarshall",0,0,1,0,NA,NA,1,NA,NA,NA,0,1,0,0,0,0,1,1,1,"752364246218862592","RepMarshall","Rep. Roger Marshall"
"C00576173",21734,"roger","marshall","rogermarshall","KS","House","1","R","1/3/2017","1/3/2019","rogermarshallmd","rogermarshallmd",5,699,0,0,38,0.054,1,NA,NA,NA,0,0,0,0,0,0,1,1,1,"1240107944","RogerMarshallMD","Dr. Roger Marshall"
"C00394338",40501,"mel","martinez","melmartinez","FL","Senate",NA,"R","1/4/2005","9/9/2009","melmartinez","melmartinez",2,42,1,1,NA,NA,0,NA,NA,NA,0,0,1,0,0,0,0,0,0,"19083619","MelMartinez","US Sen Mel Martinez"
"C00509729",31102,"thomas","massie","thomasmassie","KY","House","4","R","11/13/2012","1/3/2019","repthomasmassie","repthomasmassie",4,2111,0,1,NA,NA,1,NA,NA,NA,0,1,0,1,1,1,1,1,1,"975200486","RepThomasMassie","Thomas Massie"
"C00509729",31102,"thomas","massie","thomasmassie","KY","House","4","R","11/13/2012","1/3/2019","Thomas_Massie","thomas_massie",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,0,0,1,1,1,1,1,1,"55441686","Thomas_Massie","Thomas Massie"
"C00509729",31102,"thomas","massie","thomasmassie","KY","House","4","R","11/13/2012","1/3/2019","ThomasMassieKY","thomasmassieky",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,0,0,1,1,1,1,1,1,NA,NA,NA
"C00632257",21735,"brian","mast","brianmast","FL","House","18","R","1/3/2017","1/3/2019","repbrianmast","repbrianmast",5,240,0,1,NA,NA,1,NA,NA,NA,0,1,0,0,0,0,1,1,1,"814103950404239360","RepBrianMast","Rep. Brian Mast"
"C00632257",21735,"brian","mast","brianmast","FL","House","18","R","1/3/2017","1/3/2019","BrianMastFL","brianmastfl",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,0,0,0,0,0,1,1,1,"3170031728","BrianMastFL","Brian Mast"
"C00344721",20140,"jim","matheson","jimmatheson","UT","House","4","D","1/3/2001","1/3/2015","repjimmatheson","repjimmatheson",6,1176,0,1,NA,NA,0,1,2,NA,0,1,1,1,1,0,0,0,0,"46016028","RepJimMatheson","Rep. Jim Matheson"
"C00409219",20538,"doris","matsui","dorismatsui","CA","House","6","D","3/10/2005","1/3/2019","dorismatsui","dorismatsui",3,2155,0,0,1630,0.756,1,NA,NA,NA,1,0,1,1,1,1,1,1,1,"38254095","DorisMatsui","Rep. Doris Matsui"
"C00409219",20538,"doris","matsui","dorismatsui","CA","House","6","D","3/10/2005","1/3/2019","Matsui4Congress","matsui4congress",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,0,1,1,1,1,1,1,1,"169331127","Matsui4Congress","Matsui for Congress"
"C00658633",21943,"ben","mcadams","benmcadams","UT","House","4","D","","","BenMcAdams","benmcadams",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,0,0,0,0,0,0,1,0,"48255275","BenMcAdams","Ben McAdams"
"C00658633",21943,"ben","mcadams","benmcadams","UT","House","4","D","","","RepBenMcAdams","repbenmcadams",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,1,0,0,0,0,0,1,0,NA,NA,NA
"C00549352",21374,"vance","mcallister","vancemcallister","LA","House","5","R","11/16/2013","1/3/2015","vance4louisiana","vance4louisiana",2,42,0,1,NA,NA,1,NA,NA,NA,0,0,0,0,1,0,0,0,0,"2774570479","Vance4Louisiana","Vance McAllister"
"C00549352",21374,"vance","mcallister","vancemcallister","LA","House","5","R","11/16/2013","1/3/2015","vancemcallister","vancemcallister",7,10,0,0,2,0.2,1,NA,NA,NA,0,0,0,0,1,0,0,0,0,"1725871159","VanceMcAllister","Vance McAllister"
"C00672295",21944,"Lucy","McBath","lucymcbath","GA","House","6","D","","","lucymcbath","lucymcbath",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,0,0,0,0,0,0,1,1,"947956236804337664","lucymcbath","Lucy McBath"
"C00672295",21944,"Lucy","McBath","lucymcbath","GA","House","6","D","","","RepLucyMcBath","replucymcbath",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,1,0,0,0,0,0,1,1,"1082380458976051202","RepLucyMcBath","Rep. Lucy McBath"
"C00540310",15039,"john","mccain","johnmccain","AZ","Senate",NA,"R","1/3/1983","1/3/2023","senjohnmccain","senjohnmccain",2,12671,0,0,10609,0.837,0,NA,NA,NA,0,1,1,1,1,1,1,0,0,"19394188","SenJohnMcCain","John McCain"
"C00318931",29744,"carolyn","mccarthy","carolynmccarthy","NY","House","4","D","1/7/1997","1/3/2015","repmccarthyny","repmccarthyny",5,186,0,0,168,0.903,1,NA,NA,NA,1,1,1,1,1,0,0,0,0,"150724371","RepMcCarthyNY","Rep Carolyn McCarthy"
"C00318931",29744,"carolyn","mccarthy","carolynmccarthy","NY","House","4","D","1/7/1997","1/3/2015","carolynmccarthy","carolynmccarthy",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,0,1,1,1,0,0,0,0,"270067927","carolynmccarthy","."
"C00420935",20703,"kevin","mccarthy","kevinmccarthy","CA","House","23","R","1/4/2007","1/3/2019","gopleader","gopleader",2,8252,0,0,3707,0.449,1,NA,NA,1,0,0,1,1,1,1,1,1,1,"19739126","GOPLeader","Kevin McCarthy"
"C00420935",20703,"kevin","mccarthy","kevinmccarthy","CA","House","23","R","1/4/2007","1/3/2019","kevinomccarthy","kevinomccarthy",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,0,1,1,1,1,1,1,1,"15428227","kevinomccarthy","Kevin McCarthy"
"C00431304",40701,"claire","mccaskill","clairemccaskill","MO","Senate",NA,"D","1/4/2007","1/3/2019","clairecmc","clairecmc",4,4228,0,1,NA,NA,1,NA,NA,NA,1,0,1,1,1,1,1,0,0,"16160352","clairecmc","Claire McCaskill"
"C00431304",40701,"claire","mccaskill","clairemccaskill","MO","Senate",NA,"D","1/4/2007","1/3/2019","McCaskillOffice","mccaskilloffice",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,0,1,1,1,1,1,0,0,"57065141","McCaskillOffice","Archive: Senator McCaskill Office"
"C00392688",20530,"michael","mccaul","michaelmccaul","TX","House","10","R","1/4/2005","1/3/2019","repmccaul","repmccaul",7,2517,0,1,NA,NA,1,NA,NA,NA,0,1,1,1,1,1,1,1,1,"26424123","RepMcCaul","Michael McCaul"
"C00392688",20530,"michael","mccaul","michaelmccaul","TX","House","10","R","1/4/2005","1/3/2019","McCaulforTexas","mccaulfortexas",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,0,1,1,1,1,1,1,1,"743601590","McCaulforTexas","Team McCaul"
"C00446815",20903,"tom","mcclintock","tommcclintock","CA","House","4","R","1/6/2009","1/3/2019","repmcclintock","repmcclintock",2,287,0,0,245,0.854,1,NA,NA,NA,0,1,1,1,1,1,1,1,1,"50152441","RepMcClintock","Tom McClintock"
"C00446815",20903,"tom","mcclintock","tommcclintock","CA","House","4","R","1/6/2009","1/3/2019","tommcclintock","tommcclintock",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,0,1,1,1,1,1,1,1,"15773898","tommcclintock","McClintock for Congress"
"C00354688",20122,"betty","mccollum","bettymccollum","MN","House","4","D","","","VoteBetty","votebetty",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,1,1,1,1,1,"164414525","VoteBetty","Team Betty"
"C00354688",20122,"betty","mccollum","bettymccollum","MN","House","4","D","1/3/2001","1/3/2019","bettymccollum04","bettymccollum04",0,4184,0,1,NA,NA,0,NA,NA,NA,1,0,1,1,1,1,1,1,1,"516880804","BettyMcCollum04","Rep. Betty McCollum"
"C00193342",14921,"mitch","mcconnell","mitchmcconnell","KY","Senate",NA,"R","","","LeaderMcConnell","leadermcconnell",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,1,1,1,1,1,"1249982359","LeaderMcConnell","Leader McConnell"
"C00193342",14921,"mitch","mcconnell","mitchmcconnell","KY","Senate",NA,"R","1/3/1985","1/3/2021","mcconnellpress","mcconnellpress",6,8946,0,1,NA,NA,1,NA,NA,NA,0,0,1,1,1,1,1,1,1,"339822881","McConnellPress","Senator McConnell Press"
"C00193342",14921,"mitch","mcconnell","mitchmcconnell","KY","Senate",NA,"R","1/3/1985","1/3/2021","senatemajldr","senatemajldr",2,1824,1,1,NA,NA,1,NA,NA,NA,0,1,1,1,1,1,1,1,1,NA,NA,NA
"C00365841",20332,"thaddeus","mccotter","thaddeusmccotter","MI","House","11","R","1/7/2003","7/6/2012","thadmccotter","thadmccotter",0,8807,0,0,4786,0.543,0,NA,NA,NA,0,0,1,1,0,0,0,0,0,"8542882","ThadMcCotter","Thaddeus McCotter"
"C00569145",15613,"jim","mcdermott","jimmcdermott","WA","House","7","D","1/3/1989","1/3/2017","repjimmcdermott","repjimmcdermott",7,1893,0,0,1471,0.777,1,NA,NA,NA,0,1,1,1,1,1,0,0,0,"132201224","RepJimMcDermott","Jim McDermott"
"C00569145",15613,"jim","mcdermott","jimmcdermott","WA","House","7","D","1/3/1989","1/3/2017","jimacmcdermott","jimacmcdermott",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,0,1,1,1,1,0,0,0,NA,NA,NA
"C00610964",21736,"donald","mceachin","donaldmceachin","VA","House","4","D","1/3/2017","1/3/2019","repmceachin","repmceachin",2,444,0,0,324,0.73,1,NA,NA,NA,0,1,0,0,0,0,1,1,1,"816181091673448448","RepMcEachin","Rep. Donald McEachin"
"C00610964",21736,"donald","mceachin","donaldmceachin","VA","House","4","D","1/3/2017","1/3/2019","Donald_McEachin","donald_mceachin",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,0,0,0,0,0,1,1,1,"459051498","Donald_McEachin","Donald McEachin"
"C00285171",29729,"james","mcgovern","jamesmcgovern","MA","House","2","D","1/7/1997","1/3/2019","repmcgovern","repmcgovern",0,6312,0,1,NA,NA,1,NA,NA,NA,0,1,1,1,1,1,1,1,1,"242426145","RepMcGovern","Rep. Jim McGovern"
"C00285171",29729,"james","mcgovern","jamesmcgovern","MA","House","2","D","1/7/1997","1/3/2019","McGovernMA","mcgovernma",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,0,1,1,1,1,1,1,1,"128664931","McGovernMA","Jim McGovern"
"C00393629",20522,"patrick","mchenry","patrickmchenry","NC","House","10","R","1/4/2005","1/3/2019","patrickmchenry","patrickmchenry",6,4001,0,0,3050,0.762,1,NA,NA,NA,0,0,1,1,1,1,1,1,1,"27676828","PatrickMcHenry","Patrick McHenry"
"C00393629",20522,"patrick","mchenry","patrickmchenry","NC","House","10","R","1/4/2005","1/3/2019","McHenryCampaign","mchenrycampaign",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,0,1,1,1,1,1,1,1,"481437062","McHenryCampaign","Patrick McHenry"
"C00306829",29746,"mike","mcintyre","mikemcintyre","NC","House","7","D","1/7/1997","1/3/2015","mikemcintyrenc","mikemcintyrenc",0,338,0,0,323,0.956,0,NA,NA,NA,0,0,1,1,1,0,0,0,0,"49693594","MikeMcIntyreNC","Mike McIntyre"
"C00258244",29315,"howard","mckeon","howardmckeon","CA","House","25","R","1/5/1993","1/3/2015","mckeon4congress","mckeon4congress",7,182,0,0,159,0.874,1,NA,NA,NA,0,0,1,1,1,0,0,0,0,"551311242","mckeon4congress","Buck McKeon 2012"
"C00258244",29315,"howard","mckeon","howardmckeon","CA","House","25","R","1/5/1993","1/3/2015","chairmanmckeon","chairmanmckeon",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,0,1,1,1,0,0,0,0,"4139827452","chairmanmckeon","Howard P. “Buck” McKeon"
"C00473132",21188,"david","mckinley","davidmckinley","WV","House","1","R","1/5/2011","1/3/2019","repmckinley","repmckinley",3,3952,0,1,NA,NA,1,NA,NA,NA,0,1,0,1,1,1,1,1,1,"240427862","RepMcKinley","David B. McKinley"
