"FECcommittee","icpsr","first","last","fullname","state","chamber","district","party","start","end","twitter","twitter_lower","fold","num.tweets","done.handle.no.file","missing","tweets.svd","prop.tweets","has.alt","multiple.dist","alt.dist","dup.account","female","Official","c111th","c112th","c113th","c114th","c115th","c116th","c117th","user_id","screen_name","name"
"C00494203",21316,"elizabeth","esty","elizabethesty","CT","House","5","D","1/3/2013","1/3/2019","repesty","repesty",3,4724,0,0,3743,0.792,1,NA,NA,NA,1,1,0,0,1,1,1,0,0,NA,NA,NA
"C00494203",21316,"elizabeth","esty","elizabethesty","CT","House","5","D","1/3/2013","1/3/2019","Elizabeth_Esty","elizabeth_esty",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,0,0,0,1,1,1,0,0,"1060984272","Elizabeth_Esty","Elizabeth Esty"
"C00591065",21566,"dwight","evans","dwightevans","PA","House","2","D","11/14/2016","1/3/2019","repdwightevans","repdwightevans",3,9856,0,0,427,0.043,1,NA,NA,NA,0,1,0,0,0,1,1,1,1,"90639372","RepDwightEvans","Congressman Dwight Evans"
"C00591065",21566,"dwight","evans","dwightevans","PA","House","2","D","11/14/2016","1/3/2019","DwightEvansPA","dwightevanspa",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,0,0,0,0,1,1,1,1,"4069841354","DwightEvansPA","Dwight Evans"
"C00473736",21184,"blake","farenthold","blakefarenthold","TX","House","27","R","1/5/2011","4/6/2018","farenthold","farenthold",7,5960,0,1,NA,NA,1,NA,NA,NA,0,0,0,1,1,1,1,0,0,"17896154","farenthold","Blake Farenthold"
"C00473736",21184,"blake","farenthold","blakefarenthold","TX","House","27","R","1/5/2011","4/6/2018","Elect_Blake","elect_blake",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,0,0,1,1,1,1,0,0,"92528463","Elect_Blake","Blake Farenthold"
"C00580415",21716,"john","faso","johnfaso","NY","House","19","R","1/3/2017","1/3/2019","repjohnfaso","repjohnfaso",3,212,1,0,140,0.66,1,NA,NA,NA,0,1,0,0,0,0,1,0,0,"815931811348017152","RepJohnFaso","John Faso"
"C00580415",21716,"john","faso","johnfaso","NY","House","19","R","1/3/2017","1/3/2019","JohnFasoNy","johnfasony",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,0,0,0,0,0,1,0,0,"3374540505","JohnFasoNy","John Faso"
"C00254441",29559,"chaka","fattah","chakafattah","PA","House","2","D","1/4/1995","6/23/2016","chakafattah","chakafattah",2,12923,0,0,7124,0.551,1,NA,NA,NA,0,0,1,1,1,1,1,0,0,"48086014","chakafattah","Chaka Fattah"
"C00254441",29559,"chaka","fattah","chakafattah","PA","House","2","D","1/4/1995","6/23/2016","Fattah4Congress","fattah4congress",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,0,1,1,1,1,1,0,0,"84632688","Fattah4Congress","Chaka Fattah"
"C00578013",49309,"russell","feingold","russellfeingold","WI","Senate",NA,"D","1/5/1993","1/3/2011","russfeingold","russfeingold",1,2817,0,1,NA,NA,0,NA,NA,NA,0,0,1,0,0,0,0,0,0,"16742806","russfeingold","Russ Feingold"
"C00539890",49300,"dianne","feinstein","diannefeinstein","CA","Senate",NA,"D","11/10/1992","1/3/2019","senfeinstein","senfeinstein",0,4557,1,0,4230,0.928,1,NA,NA,NA,1,1,1,1,1,1,1,1,1,"476256944","SenFeinstein","Senator Dianne Feinstein"
"C00539890",49300,"dianne","feinstein","diannefeinstein","CA","Senate",NA,"D","11/10/1992","1/3/2019","DianneFeinstein","diannefeinstein",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,0,1,1,1,1,1,1,1,"378631423","DianneFeinstein","Dianne Feinstein"
"C00607838",21717,"drew","ferguson","drewferguson","GA","House","3","R","1/3/2017","1/3/2019","repdrewferguson","repdrewferguson",6,225,0,0,151,0.671,1,NA,NA,NA,0,1,0,0,0,0,1,1,1,"806583915012046854","RepDrewFerguson","Congressman Drew Ferguson"
"C00607838",21717,"drew","ferguson","drewferguson","GA","House","3","R","1/3/2017","1/3/2019","DrewFergusonGA","drewfergusonga",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,0,0,0,0,0,1,1,1,"694984534249594882","DrewFergusonGA","Drew Ferguson"
"C00466854",21181,"stephen","fincher","stephenfincher","TN","House","8","R","1/5/2011","1/3/2017","repfinchertn08","repfinchertn08",6,2964,0,0,2717,0.917,1,NA,NA,NA,0,1,0,1,1,1,0,0,0,"249219716","RepFincherTN08","Stephen Fincher"
"C00466854",21181,"stephen","fincher","stephenfincher","TN","House","8","R","1/5/2011","1/3/2017","StephenFincher","stephenfincher",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,0,0,1,1,1,0,0,0,"76445672","StephenFincher","Stephen Fincher"
"C00466854",21181,"stephen","fincher","stephenfincher","TN","House","8","R","1/5/2011","1/3/2017","VoteFincher","votefincher",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,0,0,1,1,1,0,0,0,"921897665344000000","VoteFincher","Stephen Fincher"
"C00637074",21918,"Abby","Finkenauer","abbyfinkenauer","IA","House","1","D","","","RepFinkenauer","repfinkenauer",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,1,0,0,0,0,0,1,0,"1081256295469068288","RepFinkenauer","ARCHIVED Congresswoman Abby Finkenauer"
"C00637074",21918,"Abby","Finkenauer","abbyfinkenauer","IA","House","1","D","","","Abby4Iowa","abby4iowa",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,0,0,0,0,0,0,1,0,"1262017122","Abby4Iowa","Abby Finkenauer"
"C00498907",41302,"deb","fischer","debfischer","NE","Senate",NA,"R","1/3/2013","1/3/2019","senatorfischer","senatorfischer",3,3456,0,0,3077,0.89,1,NA,NA,NA,1,1,0,0,1,1,1,1,1,"1071402577","SenatorFischer","Senator Deb Fischer"
"C00498907",41302,"deb","fischer","debfischer","NE","Senate",NA,"R","1/3/2013","1/3/2019","DebFischerNE","debfischerne",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,0,0,0,1,1,1,1,1,"1506297436003831820","DebFischerNE","DebFischerNE"
"C00607416",21718,"brian","fitzpatrick","brianfitzpatrick","PA","House","8","R","1/3/2017","1/3/2019","repbrianfitz","repbrianfitz",0,263,0,0,168,0.639,1,NA,NA,NA,0,1,0,0,0,0,1,1,1,"816303263586914304","RepBrianFitz","Rep. Brian Fitzpatrick 🇺🇸"
"C00607416",21718,"brian","fitzpatrick","brianfitzpatrick","PA","House","8","R","1/3/2017","1/3/2019","BrianFitzUSA","brianfitzusa",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,0,0,0,0,0,1,1,1,"4905487413","BrianFitzUSA","Brian Fitzpatrick 🇺🇸"
"C00475103",20524,"michael","fitzpatrick","michaelfitzpatrick","PA","House","8","R","1/4/2005","1/3/2017","repfitzpatrick","repfitzpatrick",6,5254,0,0,4188,0.797,0,NA,NA,NA,0,1,0,1,1,1,0,0,0,"237944147","RepFitzpatrick","Mike Fitzpatrick"
"C00347260",20100,"jeff","flake","jeffflake","AZ","Senate",NA,"R","1/3/2001","1/3/2019","jeffflake","jeffflake",5,2046,0,0,1769,0.865,0,NA,NA,NA,0,0,1,1,1,1,1,0,0,"16056306","JeffFlake","Jeff Flake"
"C00461822",21178,"charles","fleischmann","charlesfleischmann","TN","House","3","R","1/5/2011","1/3/2019","repchuck","repchuck",4,1643,0,0,1498,0.912,1,NA,NA,NA,0,1,0,1,1,1,1,1,1,"235190657","RepChuck","Chuck Fleischmann"
"C00461822",21178,"charles","fleischmann","charlesfleischmann","TN","House","3","R","1/5/2011","1/3/2019","chuck4congress","chuck4congress",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,0,0,1,1,1,1,1,1,"50036176","chuck4congress","Chuck Fleischmann"
"C00445015",20918,"john","fleming","johnfleming","LA","House","4","R","1/6/2009","1/3/2017","repfleming","repfleming",0,1648,0,0,1451,0.88,0,NA,NA,NA,0,1,1,1,1,1,0,0,0,"84620376","RepFleming","John Fleming"
"C00472241",21182,"bill","flores","billflores","TX","House","17","R","1/5/2011","1/3/2019","repbillflores","repbillflores",6,6546,0,0,4780,0.73,1,NA,NA,NA,0,1,0,1,1,1,1,1,0,NA,NA,NA
"C00472241",21182,"bill","flores","billflores","TX","House","17","R","1/5/2011","1/3/2019","Flores4Congress","flores4congress",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,0,0,1,1,1,1,1,0,NA,NA,NA
"C00365692",20143,"randy","forbes","randyforbes","VA","House","4","R","6/26/2001","1/3/2017","randy_forbes","randy_forbes",0,3321,0,0,3006,0.905,1,NA,NA,NA,0,0,1,1,1,1,0,0,0,"15160884","Randy_Forbes","Randy Forbes"
"C00365692",20143,"randy","forbes","randyforbes","VA","House","4","R","6/26/2001","1/3/2017","RepRandyForbes","reprandyforbes",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,1,1,1,1,1,0,0,0,"71281860","RepRandyForbes","Randy Forbes"
"C00395467",20518,"jeff","fortenberry","jefffortenberry","NE","House","1","R","","","supportfortNE","supportfortne",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,1,1,1,1,1,NA,NA,NA
"C00395467",20518,"jeff","fortenberry","jefffortenberry","NE","House","1","R","1/4/2005","1/3/2019","jefffortenberry","jefffortenberry",3,2163,0,0,1697,0.785,0,NA,NA,NA,0,0,1,1,1,1,1,1,1,"18805303","JeffFortenberry","Jeff Fortenberry"
"C00435099",20749,"bill","foster","billfoster","IL","House","11","D","3/8/2008","1/3/2019","repbillfoster","repbillfoster",2,2300,0,0,1782,0.775,1,NA,NA,NA,0,1,1,1,1,1,1,1,1,"1080509366","RepBillFoster","Congressman Bill Foster"
"C00435099",20749,"bill","foster","billfoster","IL","House","11","D","3/8/2008","1/3/2019","Foster4Congress","foster4congress",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,0,1,1,1,1,1,1,1,"188403766","Foster4Congress","Bill Foster"
"C00386748",20521,"virginia","foxx","virginiafoxx","NC","House","5","R","1/4/2005","1/3/2019","virginiafoxx","virginiafoxx",2,3424,1,1,NA,NA,1,NA,NA,NA,1,0,1,1,1,1,1,1,1,"16256269","virginiafoxx","Virginia Foxx"
"C00386748",20521,"virginia","foxx","virginiafoxx","NC","House","5","R","1/4/2005","1/3/2019","foxxforcongress","foxxforcongress",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,0,1,1,1,1,1,1,1,"61608485","foxxforcongress","Virginia Foxx"
"C00128868",14824,"barney","frank","barneyfrank","MA","House","4","D","1/5/1981","1/3/2013","barneyfrank","barneyfrank",3,223,1,1,NA,NA,0,NA,NA,NA,0,0,1,1,0,0,0,0,0,"1614054846","BarneyFrank","Barney Frank"
"C00494856",21321,"lois","frankel","loisfrankel","FL","House","21","D","1/3/2013","1/3/2019","reploisfrankel","reploisfrankel",5,3815,0,0,3020,0.792,1,NA,NA,NA,1,1,0,0,1,1,1,1,1,"1077121945","RepLoisFrankel","Rep. Lois Frankel"
"C00494856",21321,"lois","frankel","loisfrankel","FL","House","21","D","1/3/2013","1/3/2019","LoisFrankel","loisfrankel",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,0,0,0,1,1,1,1,1,"349296252","LoisFrankel","Lois Frankel"
"C00570960",40904,"alan","franken","alanfranken","MN","Senate",NA,"D","7/7/2009","1/3/2021","alfranken","alfranken",5,2975,0,1,NA,NA,1,NA,NA,NA,0,0,1,1,1,1,1,0,0,"7334402","alfranken","Al Franken"
"C00570960",40904,"alan","franken","alanfranken","MN","Senate",NA,"D","7/7/2009","1/3/2021","SenFranken","senfranken",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,1,1,1,1,1,1,0,0,"171968009","SenFranken","U.S. Senator Al Franken"
"C00367110",20304,"trent","franks","trentfranks","AZ","House","8","R","1/7/2003","1/3/2019","reptrentfranks","reptrentfranks",2,2155,0,0,1622,0.753,0,NA,NA,NA,0,1,1,1,1,1,0,0,0,NA,NA,NA
"C00299404",29541,"rodney","frelinghuysen","rodneyfrelinghuysen","NJ","House","11","R","1/4/1995","1/3/2019","usreprodney","usreprodney",0,857,0,0,841,0.981,0,NA,NA,NA,0,1,1,1,1,1,1,0,0,NA,NA,NA
"C00454694",20941,"marcia","fudge","marciafudge","OH","House","11","D","11/19/2008","1/3/2019","repmarciafudge","repmarciafudge",6,4750,0,0,4002,0.843,1,NA,NA,NA,1,1,1,1,1,1,1,1,1,"153486399","RepMarciaFudge","Former Rep. Marcia L. Fudge"
"C00454694",20941,"marcia","fudge","marciafudge","OH","House","11","D","11/19/2008","1/3/2019","mlfudge","mlfudge",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,0,1,1,1,1,1,1,1,"18829123","mlfudge","Marcia L. Fudge"
"C00648295",21920,"Russ","Fulcher","russfulcher","ID","House","1","R","","","RepRussFulcher","reprussfulcher",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,1,0,0,0,0,0,1,1,"1078741899572240384","RepRussFulcher","Rep. Russ Fulcher"
"C00648295",21920,"Russ","Fulcher","russfulcher","ID","House","1","R","","","RussFulcher","russfulcher",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,0,0,0,0,0,0,1,1,"172944579","RussFulcher","Russ Fulcher"
"C00497396",21324,"tulsi","gabbard","tulsigabbard","HI","House","2","D","1/3/2013","1/3/2019","tulsipress","tulsipress",0,2510,0,0,2059,0.82,1,NA,NA,NA,1,0,0,0,1,1,1,1,0,"1064206014","TulsiPress","Former Rep. Tulsi Gabbard"
"C00497396",21324,"tulsi","gabbard","tulsigabbard","HI","House","2","D","1/3/2013","1/3/2019","TulsiGabbard","tulsigabbard",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,0,0,0,1,1,1,1,0,"26637348","TulsiGabbard","Tulsi Gabbard 🌺"
"C00612432",21719,"matt","gaetz","mattgaetz","FL","House","1","R","1/3/2017","1/3/2019","mattgaetz","mattgaetz",0,6345,0,0,195,0.031,1,NA,NA,NA,0,0,0,0,0,0,1,1,1,"58579942","mattgaetz","Matt Gaetz"
"C00612432",21719,"matt","gaetz","mattgaetz","FL","House","1","R","1/3/2017","1/3/2019","RepMattGaetz","repmattgaetz",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,1,0,0,0,0,1,1,1,"818948638890217473","RepMattGaetz","Rep. Matt Gaetz"
"C00610212",21720,"mike","gallagher","mikegallagher","WI","House","8","R","1/3/2017","1/3/2019","repgallagher","repgallagher",5,315,0,0,213,0.676,1,NA,NA,NA,0,1,0,0,0,0,1,1,1,"815966620300480514","RepGallagher","Rep. Gallagher Press Office"
"C00610212",21720,"mike","gallagher","mikegallagher","WI","House","8","R","1/3/2017","1/3/2019","MikeforWI","mikeforwi",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,0,0,0,0,0,1,1,1,"1558285818","MikeforWI","Mike Gallagher"
"C00194803",15413,"elton","gallegly","eltongallegly","CA","House","24","R","1/6/1987","1/3/2013","eltongallegly24","eltongallegly24",2,397,1,0,NA,NA,0,NA,NA,NA,0,0,1,1,0,0,0,0,0,"40318829","eltongallegly24","Elton Gallegly"
"C00501908",21363,"pete","gallego","petegallego","TX","House","23","D","1/3/2013","1/3/2015","pete4tx","pete4tx",2,857,0,0,209,0.244,1,NA,NA,NA,0,0,0,0,1,0,0,0,0,"2511365246","Pete4TX","Gallego for Congress"
"C00501908",21363,"pete","gallego","petegallego","TX","House","23","D","1/3/2013","1/3/2015","petegallego","petegallego",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,0,0,0,1,0,0,0,0,"69066533","petegallego","Pete Gallego"
"C00558627",21502,"ruben","gallego","rubengallego","AZ","House","7","D","1/6/2015","1/3/2019","reprubengallego","reprubengallego",2,2288,0,0,1689,0.738,1,NA,NA,NA,0,1,0,0,0,1,1,1,1,"2966570782","RepRubenGallego","Ruben Gallego"
"C00558627",21502,"ruben","gallego","rubengallego","AZ","House","7","D","1/6/2015","1/3/2019","RubenGallego","rubengallego",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,0,0,0,0,1,1,1,1,"49217025","RubenGallego","Ruben Gallego"
"C00462697",20958,"john","garamendi","johngaramendi","CA","House","3","D","11/3/2009","1/3/2019","repgaramendi","repgaramendi",0,10410,1,0,6138,0.59,1,NA,NA,NA,0,1,1,1,1,1,1,1,1,"88806753","RepGaramendi","John Garamendi"
"C00462697",20958,"john","garamendi","johngaramendi","CA","House","3","D","11/3/2009","1/3/2019","JohnGaramendi","johngaramendi",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,0,1,1,1,1,1,1,1,"18907463","JohnGaramendi","John Garamendi"
"C00661777",21921,"Chuy","Garcia","chuygarcia","IL","House","4","D","","","RepChuyGarcia","repchuygarcia",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,1,0,0,0,0,0,1,1,"1082427779583541248","RepChuyGarcia","Congressman Chuy García"
"C00661777",21921,"Chuy","Garcia","chuygarcia","IL","House","4","D","","","ChuyForCongress","chuyforcongress",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,0,0,0,0,0,0,1,1,"2847603597","ChuyForCongress","Jesús “Chuy” García"
"C00521781",21322,"joe","garcia","joegarcia","FL","House","26","D","1/3/2013","1/3/2015","joegarcia","joegarcia",7,3836,0,0,1388,0.362,0,NA,NA,NA,0,0,0,0,1,0,0,0,0,"11527072","JoeGarcia","Joe Garcia"
"C00660555",21922,"sylvia","garcia","sylviagarcia","TX","House","29","D","","","LaCongresista","lacongresista",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,0,0,0,0,0,0,1,1,"40557819","LaCongresista","Sylvia R. Garcia"
"C00660555",21922,"sylvia","garcia","sylviagarcia","TX","House","29","D","","","RepSylviaGarcia","repsylviagarcia",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,1,0,0,0,0,0,1,1,"1080587263132733442","RepSylviaGarcia","Rep. Sylvia Garcia"
"C00492454",21112,"cory","gardner","corygardner","CO","Senate",NA,"R","1/5/2011","1/3/2021","sencorygardner","sencorygardner",2,3411,0,0,3071,0.9,1,NA,NA,NA,0,1,0,1,1,1,1,1,0,"235217558","SenCoryGardner","Cory Gardner"
"C00492454",21112,"cory","gardner","corygardner","CO","Senate",NA,"R","1/5/2011","1/3/2021","CoryGardner","corygardner",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,0,0,1,1,1,1,1,0,"20879626","CoryGardner","Cory Gardner"
"C00386110",20336,"scott","garrett","scottgarrett","NJ","House","5","R","1/7/2003","1/3/2017","repgarrett","repgarrett",0,800,0,0,711,0.889,0,NA,NA,NA,0,1,1,1,1,1,0,0,0,"960696949","RepGarrett","Scott Garrett"
"C00607101",21721,"thomas","garrett","thomasgarrett","VA","House","5","R","1/3/2017","1/3/2019","rep_tom_garrett","rep_tom_garrett",1,259,0,0,190,0.734,1,NA,NA,NA,0,1,0,0,0,0,1,0,0,"888423471218171905","Rep_Tom_Garrett","Elaine T. Lee"
"C00607101",21721,"thomas","garrett","thomasgarrett","VA","House","5","R","1/3/2017","1/3/2019","RepTomGarrett","reptomgarrett",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,1,0,0,0,0,1,0,0,"818460870573441028","RepTomGarrett","Tom Garrett"
"C00466516",21165,"bob","gibbs","bobgibbs","OH","House","7","R","","","Bob_Gibbs","bob_gibbs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,1,1,1,1,1,"77839894","Bob_Gibbs","Gibbs for Congress"
"C00466516",21165,"bob","gibbs","bobgibbs","OH","House","7","R","1/5/2011","1/3/2019","repbobgibbs","repbobgibbs",6,2708,0,0,1948,0.719,0,NA,NA,NA,0,1,0,1,1,1,1,1,1,"234822928","RepBobGibbs","Rep. Bob Gibbs"
"C00477984",21156,"christopher","gibson","christophergibson","NY","House","19","R","1/5/2011","1/3/2017","repchrisgibson","repchrisgibson",2,1685,0,0,1548,0.919,1,1,20,NA,0,1,0,1,1,1,0,0,0,"234937222","RepChrisGibson","Chris Gibson"
"C00477984",21156,"christopher","gibson","christophergibson","NY","House","19","R","1/5/2011","1/3/2017","ChrisGibsonNY","chrisgibsonny",NA,NA,NA,NA,NA,NA,1,1,20,NA,0,0,0,1,1,1,0,0,0,"119884464","ChrisGibsonNY","Chris Gibson"
"C00417618",20701,"gabrielle","giffords","gabriellegiffords","AZ","House","8","D","1/4/2007","1/25/2012","gabbygiffords","gabbygiffords",0,2826,0,0,1211,0.429,0,NA,NA,NA,1,0,1,1,0,0,0,0,0,"44177383","GabbyGiffords","Gabrielle Giffords"
"C00413914",20735,"kirsten","gillibrand","kirstengillibrand","NY","Senate",NA,"D","1/4/2007","1/3/2019","sengillibrand","sengillibrand",0,14445,0,0,12923,0.895,1,NA,NA,NA,1,1,1,1,1,1,1,1,1,"72198806","SenGillibrand","Kirsten Gillibrand"
"C00413914",20735,"kirsten","gillibrand","kirstengillibrand","NY","Senate",NA,"D","1/4/2007","1/3/2019","gillibrandny","gillibrandny",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,0,1,1,1,1,1,1,1,"899978622416695297","gillibrandny","Sen. Kirsten Gillibrand"
"C00370783",20319,"phil","gingrey","philgingrey","GA","House","11","R","1/7/2003","1/3/2015","drphilgingrey","drphilgingrey",5,1875,0,0,426,0.227,1,NA,NA,NA,0,0,1,1,1,0,0,0,0,"32506723","DrPhilGingrey","Phil Gingrey, MD"
"C00370783",20319,"phil","gingrey","philgingrey","GA","House","11","R","1/7/2003","1/3/2015","philgingreymd","philgingreymd",7,976,0,0,67,0.069,1,NA,NA,NA,0,0,1,1,1,0,0,0,0,"1283433110","PhilGingreyMD","Phil Gingrey"
"C00386532",20527,"louie","gohmert","louiegohmert","TX","House","1","R","1/4/2005","1/3/2019","replouiegohmert","replouiegohmert",5,5400,0,1,NA,NA,1,NA,NA,NA,0,1,1,1,1,1,1,1,1,"22055226","replouiegohmert","Louie Gohmert"
"C00386532",20527,"louie","gohmert","louiegohmert","TX","House","1","R","1/4/2005","1/3/2019","LouieGohmertTX1","louiegohmerttx1",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,0,1,1,1,1,1,1,1,"4827594804","LouieGohmertTX1","Louie Gohmert"
"C00653816",21923,"jared","golden","jaredgolden","ME","House","2","D","","","repgolden","repgolden",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,1,0,0,0,0,0,1,1,"1080891667308298240","RepGolden","Congressman Jared Golden"
"C00653816",21923,"jared","golden","jaredgolden","ME","House","2","D","","","golden4congress","golden4congress",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,0,0,0,0,0,0,1,1,"900516768032202752","golden4congress","Jared Golden for Congress"
"C00654079",21924,"anthony","gonzalez","anthonygonzalez","OH","House","16","R","","","RepAGonzalez","repagonzalez",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,1,0,0,0,0,0,1,1,"1054381765224210432","RepAGonzalez","Rep. Anthony Gonzalez"
"C00654079",21924,"anthony","gonzalez","anthonygonzalez","OH","House","16","R","","","anthonygonzalez","anthonygonzalez",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,0,0,0,0,0,0,1,1,"1505476788691955715","AnthonyGonzalez","Anthony Gonzalez"
"C00330084",29943,"charles","gonzalez","charlesgonzalez","TX","House","20","D","1/6/1999","1/3/2013","tx20charlieg","tx20charlieg",2,1039,0,0,324,0.312,1,NA,NA,NA,0,0,1,1,0,0,0,0,0,"245516606","TX20CharlieG","Charlie Gonzalez"
"C00592659",21722,"vicente","gonzalez","vicentegonzalez","TX","House","15","D","1/3/2017","1/3/2019","vicentecongress","vicentecongress",1,637,0,0,20,0.031,1,NA,NA,NA,0,0,0,0,0,0,1,1,1,"4424118432","Vicentecongress","Vicente Gonzalez"
"C00592659",21722,"vicente","gonzalez","vicentegonzalez","TX","House","15","D","1/3/2017","1/3/2019","RepGonzalez","repgonzalez",NA,NA,NA,NA,NA,NA,1,NA,NA,1,0,1,0,0,0,0,1,1,1,"818536152588238849","RepGonzalez","Rep. Vicente Gonzalez"
"C00662601",21925,"lance","gooden","lancegooden","TX","House","5","R","","","Lancegooden","lancegooden",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,0,0,0,0,0,0,1,1,"1029094268542099457","Lancegooden","Lance Gooden"
"C00662601",21925,"lance","gooden","lancegooden","TX","House","5","R","","","RepLanceGooden","replancegooden",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,1,0,0,0,0,0,1,1,NA,NA,NA
"C00257956",39308,"bob","goodlatte","bobgoodlatte","VA","House","6","R","1/5/1993","1/3/2019","repgoodlatte","repgoodlatte",7,5222,0,0,3921,0.751,1,NA,NA,NA,0,1,1,1,1,1,1,0,0,"37920978","RepGoodlatte","Bob Goodlatte"
"C00257956",39308,"bob","goodlatte","bobgoodlatte","VA","House","6","R","1/5/1993","1/3/2019","BobGoodlatte6","bobgoodlatte6",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,0,1,1,1,1,1,0,0,"1467758983","BobGoodlatte6","Bob Goodlatte"
"C00461806",21103,"paul","gosar","paulgosar","AZ","House","4","R","1/5/2011","1/3/2019","repgosar","repgosar",6,6931,0,0,5649,0.815,1,NA,NA,NA,0,1,0,1,1,1,1,1,1,"240760644","RepGosar","Rep. Paul Gosar, DDS"
"C00461806",21103,"paul","gosar","paulgosar","AZ","House","4","R","1/5/2011","1/3/2019","DrPaulGosar","drpaulgosar",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,0,0,1,1,1,1,1,1,"872148729184362497","DrPaulGosar","Paul Gosar"
"C00573949",21723,"josh","gottheimer","joshgottheimer","NJ","House","5","D","1/3/2017","1/3/2019","repjoshg","repjoshg",7,362,1,0,265,0.732,1,NA,NA,NA,0,1,0,0,0,0,1,1,1,"815310506596691968","RepJoshG","Rep Josh Gottheimer"
"C00573949",21723,"josh","gottheimer","joshgottheimer","NJ","House","5","D","1/3/2017","1/3/2019","JoshGottheimer","joshgottheimer",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,0,0,0,0,0,1,1,1,"431105217","JoshGottheimer","Josh Gottheimer"
"C00462523",21175,"trey","gowdy","treygowdy","SC","House","4","R","1/5/2011","1/3/2019","tgowdysc","tgowdysc",2,1727,1,0,1372,0.794,1,NA,NA,NA,0,0,0,1,1,1,1,0,0,"237348797","TGowdySC","Trey Gowdy"
"C00462523",21175,"trey","gowdy","treygowdy","SC","House","4","R","1/5/2011","1/3/2019","tgowdy","tgowdy",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,0,0,1,1,1,1,0,0,"22983019","tgowdy","Trey Gowdy"
"C00543249",21511,"gwen","graham","gwengraham","FL","House","2","D","1/6/2015","1/3/2017","repgwengraham","repgwengraham",5,1253,0,1,NA,NA,0,NA,NA,NA,1,1,0,0,0,1,0,0,0,NA,NA,NA
"C00458828",29566,"lindsey","graham","lindseygraham","SC","Senate",NA,"R","1/4/1995","1/3/2021","grahamblog","grahamblog",4,4243,0,0,3786,0.892,1,NA,NA,NA,1,0,1,1,1,1,1,1,1,"14845376","GrahamBlog","Lindsey Graham"
"C00458828",29566,"lindsey","graham","lindseygraham","SC","Senate",NA,"R","1/4/1995","1/3/2021","LindseyGrahamSC","lindseygrahamsc",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,0,1,1,1,1,1,1,1,"432895323","LindseyGrahamSC","Lindsey Graham"
